chrom	start	end	value	strand	chrom	start	end	value	strand	midpoint	c-w reads sum	c-w distance (bp)
chr5	292749	292759	7.0	+	chr5	292767	292777	51.0	-	292763	58.0	18
chr5	304735	304745	7.0	+	chr5	304790	304800	12.0	-	304767	19.0	55
chr5	332991	333001	7.0	+	chr5	333006	333016	23.0	-	333003	30.0	15
chr5	372102	372112	7.0	+	chr5	372117	372127	16.0	-	372114	23.0	15
chr5	441966	441976	7.0	+	chr5	442006	442016	2.0	-	441991	9.0	40
chr5	492131	492141	7.0	+	chr5	492160	492170	10.0	-	492150	17.0	29
chr5	570021	570031	7.0	+	chr5	570035	570045	22.0	-	570033	29.0	14
chr5	68584	68594	6.0	+	chr5	68632	68642	14.0	-	68613	20.0	48
chr5	171921	171931	6.0	+	chr5	172015	172025	2.0	-	171973	8.0	94
chr5	178584	178594	6.0	+	chr5	178613	178623	20.0	-	178603	26.0	29
chr5	191976	191986	6.0	+	chr5	191976	191986	36.0	-	191981	42.0	0
chr5	266308	266318	6.0	+	chr5	266312	266322	3.0	-	266315	9.0	4
chr5	284931	284941	6.0	+	chr5	284961	284971	8.0	-	284951	14.0	30
chr5	298593	298603	6.0	+	chr5	298660	298670	11.0	-	298631	17.0	67
chr5	298848	298858	6.0	+	chr5	298920	298930	6.0	-	298889	12.0	72
chr5	386492	386502	6.0	+	chr5	386546	386556	3.0	-	386524	9.0	54
chr5	431194	431204	6.0	+	chr5	431207	431217	5.0	-	431205	11.0	13
chr5	468011	468021	6.0	+	chr5	468020	468030	7.0	-	468020	13.0	9
chr5	481643	481653	6.0	+	chr5	481669	481679	10.0	-	481661	16.0	26
chr5	491205	491215	6.0	+	chr5	491221	491231	4.0	-	491218	10.0	16
chr5	558621	558631	6.0	+	chr5	558645	558655	21.0	-	558638	27.0	24
chr5	570181	570191	6.0	+	chr5	570266	570276	78.0	-	570228	84.0	85
chr5	13126	13136	5.0	+	chr5	13135	13145	16.0	-	13135	21.0	9
chr5	33745	33755	5.0	+	chr5	33814	33824	10.0	-	33784	15.0	69
chr5	73324	73334	5.0	+	chr5	73369	73379	8.0	-	73351	13.0	45
chr5	80345	80355	5.0	+	chr5	80416	80426	3.0	-	80385	8.0	71
chr5	80382	80392	5.0	+	chr5	80428	80438	5.0	-	80410	10.0	46
chr5	194796	194806	5.0	+	chr5	194839	194849	5.0	-	194822	10.0	43
chr5	233763	233773	5.0	+	chr5	233849	233859	2.0	-	233811	7.0	86
chr5	236407	236417	5.0	+	chr5	236491	236501	2.0	-	236454	7.0	84
chr5	239577	239587	5.0	+	chr5	239584	239594	7.0	-	239585	12.0	7
chr5	254409	254419	5.0	+	chr5	254429	254439	5.0	-	254424	10.0	20
chr5	284866	284876	5.0	+	chr5	284915	284925	12.0	-	284895	17.0	49
chr5	300367	300377	5.0	+	chr5	300406	300416	2.0	-	300391	7.0	39
chr5	322011	322021	5.0	+	chr5	322035	322045	2.0	-	322028	7.0	24
chr5	325131	325141	5.0	+	chr5	325143	325153	2.0	-	325142	7.0	12
chr5	330233	330243	5.0	+	chr5	330325	330335	2.0	-	330284	7.0	92
chr5	541811	541821	5.0	+	chr5	541902	541912	7.0	-	541861	12.0	91
chr5	34103	34113	4.0	+	chr5	34183	34193	10.0	-	34148	14.0	80
chr5	72876	72886	4.0	+	chr5	72883	72893	2.0	-	72884	6.0	7
chr5	80261	80271	4.0	+	chr5	80313	80323	34.0	-	80292	38.0	52
chr5	85877	85887	4.0	+	chr5	85905	85915	3.0	-	85896	7.0	28
chr5	86480	86490	4.0	+	chr5	86518	86528	5.0	-	86504	9.0	38
chr5	117841	117851	4.0	+	chr5	117926	117936	4.0	-	117888	8.0	85
chr5	128496	128506	4.0	+	chr5	128557	128567	3.0	-	128531	7.0	61
chr5	168863	168873	4.0	+	chr5	168963	168973	15.0	-	168918	19.0	100
chr5	194600	194610	4.0	+	chr5	194610	194620	9.0	-	194610	13.0	10
chr5	194935	194945	4.0	+	chr5	194955	194965	3.0	-	194950	7.0	20
chr5	196753	196763	4.0	+	chr5	196783	196793	44.0	-	196773	48.0	30
chr5	204814	204824	4.0	+	chr5	204844	204854	11.0	-	204834	15.0	30
chr5	225443	225453	4.0	+	chr5	225457	225467	3.0	-	225455	7.0	14
chr5	229535	229545	4.0	+	chr5	229548	229558	19.0	-	229546	23.0	13
chr5	250258	250268	4.0	+	chr5	250305	250315	8.0	-	250286	12.0	47
chr5	250420	250430	4.0	+	chr5	250458	250468	7.0	-	250444	11.0	38
chr5	282882	282892	4.0	+	chr5	282962	282972	6.0	-	282927	10.0	80
chr5	342568	342578	4.0	+	chr5	342569	342579	6.0	-	342573	10.0	1
chr5	349699	349709	4.0	+	chr5	349702	349712	3.0	-	349705	7.0	3
chr5	349798	349808	4.0	+	chr5	349801	349811	4.0	-	349804	8.0	3
chr5	372740	372750	4.0	+	chr5	372743	372753	2.0	-	372746	6.0	3
chr5	481630	481640	4.0	+	chr5	481650	481660	56.0	-	481645	60.0	20
chr5	541414	541424	4.0	+	chr5	541446	541456	3.0	-	541435	7.0	32
chr5	546597	546607	4.0	+	chr5	546622	546632	31.0	-	546614	35.0	25
chr5	12089	12099	3.0	+	chr5	12103	12113	5.0	-	12101	8.0	14
chr5	100049	100059	3.0	+	chr5	100127	100137	17.0	-	100093	20.0	78
chr5	100432	100442	3.0	+	chr5	100464	100474	40.0	-	100453	43.0	32
chr5	111230	111240	3.0	+	chr5	111249	111259	6.0	-	111244	9.0	19
chr5	167470	167480	3.0	+	chr5	167536	167546	13.0	-	167508	16.0	66
chr5	194650	194660	3.0	+	chr5	194652	194662	13.0	-	194656	16.0	2
chr5	196647	196657	3.0	+	chr5	196679	196689	11.0	-	196668	14.0	32
chr5	228971	228981	3.0	+	chr5	228993	229003	2.0	-	228987	5.0	22
chr5	266142	266152	3.0	+	chr5	266173	266183	49.0	-	266162	52.0	31
chr5	281426	281436	3.0	+	chr5	281503	281513	106.0	-	281469	109.0	77
chr5	284413	284423	3.0	+	chr5	284477	284487	6.0	-	284450	9.0	64
chr5	284847	284857	3.0	+	chr5	284848	284858	8.0	-	284852	11.0	1
chr5	300717	300727	3.0	+	chr5	300728	300738	4.0	-	300727	7.0	11
chr5	327219	327229	3.0	+	chr5	327292	327302	7.0	-	327260	10.0	73
chr5	333008	333018	3.0	+	chr5	333036	333046	6.0	-	333027	9.0	28
chr5	439108	439118	3.0	+	chr5	439184	439194	9.0	-	439151	12.0	76
chr5	439224	439234	3.0	+	chr5	439236	439246	10.0	-	439235	13.0	12
chr5	462183	462193	3.0	+	chr5	462223	462233	5.0	-	462208	8.0	40
chr5	503984	503994	3.0	+	chr5	504004	504014	2.0	-	503999	5.0	20
chr5	504978	504988	3.0	+	chr5	504986	504996	4.0	-	504987	7.0	8
chr5	570076	570086	3.0	+	chr5	570087	570097	6.0	-	570086	9.0	11
chr5	80221	80231	2.0	+	chr5	80252	80262	2.0	-	80241	4.0	31
chr5	84967	84977	2.0	+	chr5	85035	85045	3.0	-	85006	5.0	68
chr5	110665	110675	2.0	+	chr5	110694	110704	3.0	-	110684	5.0	29
chr5	131362	131372	2.0	+	chr5	131379	131389	9.0	-	131375	11.0	17
chr5	135476	135486	2.0	+	chr5	135521	135531	15.0	-	135503	17.0	45
chr5	140660	140670	2.0	+	chr5	140697	140707	5.0	-	140683	7.0	37
chr5	150060	150070	2.0	+	chr5	150116	150126	13.0	-	150093	15.0	56
chr5	150258	150268	2.0	+	chr5	150354	150364	2.0	-	150311	4.0	96
chr5	153943	153953	2.0	+	chr5	153993	154003	2.0	-	153973	4.0	50
chr5	191880	191890	2.0	+	chr5	191913	191923	8.0	-	191901	10.0	33
chr5	192399	192409	2.0	+	chr5	192499	192509	7.0	-	192454	9.0	100
chr5	204923	204933	2.0	+	chr5	204997	205007	2.0	-	204965	4.0	74
chr5	206420	206430	2.0	+	chr5	206506	206516	5.0	-	206468	7.0	86
chr5	214864	214874	2.0	+	chr5	214871	214881	3.0	-	214872	5.0	7
chr5	232956	232966	2.0	+	chr5	232967	232977	23.0	-	232966	25.0	11
chr5	242317	242327	2.0	+	chr5	242321	242331	3.0	-	242324	5.0	4
chr5	246694	246704	2.0	+	chr5	246788	246798	8.0	-	246746	10.0	94
chr5	250388	250398	2.0	+	chr5	250432	250442	5.0	-	250415	7.0	44
chr5	250590	250600	2.0	+	chr5	250605	250615	2.0	-	250602	4.0	15
chr5	254494	254504	2.0	+	chr5	254511	254521	9.0	-	254507	11.0	17
chr5	260104	260114	2.0	+	chr5	260134	260144	16.0	-	260124	18.0	30
chr5	284703	284713	2.0	+	chr5	284751	284761	2.0	-	284732	4.0	48
chr5	287300	287310	2.0	+	chr5	287360	287370	17.0	-	287335	19.0	60
chr5	298433	298443	2.0	+	chr5	298488	298498	8.0	-	298465	10.0	55
chr5	371963	371973	2.0	+	chr5	372045	372055	19.0	-	372009	21.0	82
chr5	404929	404939	2.0	+	chr5	404947	404957	14.0	-	404943	16.0	18
chr5	406893	406903	2.0	+	chr5	406945	406955	8.0	-	406924	10.0	52
chr5	488242	488252	2.0	+	chr5	488247	488257	3.0	-	488249	5.0	5
chr5	503603	503613	2.0	+	chr5	503702	503712	4.0	-	503657	6.0	99
chr5	517615	517625	2.0	+	chr5	517632	517642	4.0	-	517628	6.0	17
chr5	539115	539125	2.0	+	chr5	539182	539192	2.0	-	539153	4.0	67
chr5	545751	545761	2.0	+	chr5	545757	545767	2.0	-	545759	4.0	6
chr4	769339	769349	1555.0	+	chr4	769368	769378	969.0	-	769358	2524.0	29
chr4	1114138	1114148	1188.0	+	chr4	1114161	1114171	1791.0	-	1114154	2979.0	23
chr4	1090239	1090249	1180.0	+	chr4	1090267	1090277	1662.0	-	1090258	2842.0	28
chr4	56803	56813	1097.0	+	chr4	56816	56826	82.0	-	56814	1179.0	13
chr4	330593	330603	953.0	+	chr4	330618	330628	839.0	-	330610	1792.0	25
chr4	372081	372091	940.0	+	chr4	372108	372118	1720.0	-	372099	2660.0	27
chr4	501657	501667	786.0	+	chr4	501684	501694	470.0	-	501675	1256.0	27
chr4	176484	176494	628.0	+	chr4	176509	176519	504.0	-	176501	1132.0	25
chr4	556847	556857	616.0	+	chr4	556872	556882	244.0	-	556864	860.0	25
chr4	769360	769370	563.0	+	chr4	769386	769396	515.0	-	769378	1078.0	26
chr4	1071768	1071778	563.0	+	chr4	1071793	1071803	493.0	-	1071785	1056.0	25
chr4	1120346	1120356	522.0	+	chr4	1120373	1120383	402.0	-	1120364	924.0	27
chr4	125283	125293	515.0	+	chr4	125296	125306	373.0	-	125294	888.0	13
chr4	842141	842151	444.0	+	chr4	842169	842179	171.0	-	842160	615.0	28
chr4	811783	811793	422.0	+	chr4	811809	811819	718.0	-	811801	1140.0	26
chr4	211253	211263	417.0	+	chr4	211280	211290	464.0	-	211271	881.0	27
chr4	1469184	1469194	385.0	+	chr4	1469196	1469206	673.0	-	1469195	1058.0	12
chr4	1469173	1469183	382.0	+	chr4	1469230	1469240	6.0	-	1469206	388.0	57
chr4	867695	867705	378.0	+	chr4	867723	867733	62.0	-	867714	440.0	28
chr4	1075294	1075304	377.0	+	chr4	1075314	1075324	65.0	-	1075309	442.0	20
chr4	971570	971580	374.0	+	chr4	971593	971603	61.0	-	971586	435.0	23
chr4	1251778	1251788	322.0	+	chr4	1251807	1251817	423.0	-	1251797	745.0	29
chr4	234201	234211	304.0	+	chr4	234228	234238	172.0	-	234219	476.0	27
chr4	225	235	294.0	+	chr4	259	269	64.0	-	247	358.0	34
chr4	1394900	1394910	288.0	+	chr4	1394912	1394922	327.0	-	1394911	615.0	12
chr4	1525249	1525259	267.0	+	chr4	1525274	1525284	295.0	-	1525266	562.0	25
chr4	323785	323795	265.0	+	chr4	323812	323822	128.0	-	323803	393.0	27
chr4	215850	215860	257.0	+	chr4	215878	215888	75.0	-	215869	332.0	28
chr4	369301	369311	253.0	+	chr4	369329	369339	136.0	-	369320	389.0	28
chr4	1135550	1135560	253.0	+	chr4	1135584	1135594	20.0	-	1135572	273.0	34
chr4	1443540	1443550	253.0	+	chr4	1443565	1443575	67.0	-	1443557	320.0	25
chr4	393451	393461	246.0	+	chr4	393475	393485	180.0	-	393468	426.0	24
chr4	927020	927030	231.0	+	chr4	927043	927053	102.0	-	927036	333.0	23
chr4	130633	130643	229.0	+	chr4	130658	130668	536.0	-	130650	765.0	25
chr4	1362602	1362612	227.0	+	chr4	1362629	1362639	130.0	-	1362620	357.0	27
chr4	130645	130655	223.0	+	chr4	130687	130697	46.0	-	130671	269.0	42
chr4	442457	442467	219.0	+	chr4	442479	442489	133.0	-	442473	352.0	22
chr4	524861	524871	219.0	+	chr4	524890	524900	458.0	-	524880	677.0	29
chr4	223884	223894	209.0	+	chr4	223908	223918	512.0	-	223901	721.0	24
chr4	1369536	1369546	209.0	+	chr4	1369562	1369572	552.0	-	1369554	761.0	26
chr4	56832	56842	203.0	+	chr4	56848	56858	144.0	-	56845	347.0	16
chr4	504955	504965	201.0	+	chr4	504981	504991	68.0	-	504973	269.0	26
chr4	1493284	1493294	198.0	+	chr4	1493309	1493319	49.0	-	1493301	247.0	25
chr4	302817	302827	192.0	+	chr4	302845	302855	85.0	-	302836	277.0	28
chr4	461503	461513	182.0	+	chr4	461531	461541	15.0	-	461522	197.0	28
chr4	842159	842169	181.0	+	chr4	842193	842203	5.0	-	842181	186.0	34
chr4	1090258	1090268	179.0	+	chr4	1090309	1090319	7.0	-	1090288	186.0	51
chr4	407494	407504	177.0	+	chr4	407519	407529	70.0	-	407511	247.0	25
chr4	539654	539664	176.0	+	chr4	539678	539688	244.0	-	539671	420.0	24
chr4	569930	569940	176.0	+	chr4	569967	569977	2.0	-	569953	178.0	37
chr4	148056	148066	175.0	+	chr4	148078	148088	551.0	-	148072	726.0	22
chr4	1447125	1447135	170.0	+	chr4	1447136	1447146	240.0	-	1447135	410.0	11
chr4	1490319	1490329	169.0	+	chr4	1490345	1490355	35.0	-	1490337	204.0	26
chr4	52286	52296	168.0	+	chr4	52311	52321	971.0	-	52303	1139.0	25
chr4	592205	592215	161.0	+	chr4	592226	592236	224.0	-	592220	385.0	21
chr4	437868	437878	151.0	+	chr4	437893	437903	607.0	-	437885	758.0	25
chr4	372099	372109	149.0	+	chr4	372132	372142	23.0	-	372120	172.0	33
chr4	125301	125311	148.0	+	chr4	125330	125340	63.0	-	125320	211.0	29
chr4	657603	657613	138.0	+	chr4	657633	657643	64.0	-	657623	202.0	30
chr4	399188	399198	134.0	+	chr4	399212	399222	249.0	-	399205	383.0	24
chr4	1059444	1059454	134.0	+	chr4	1059470	1059480	178.0	-	1059462	312.0	26
chr4	304933	304943	128.0	+	chr4	304956	304966	152.0	-	304949	280.0	23
chr4	940967	940977	127.0	+	chr4	941003	941013	5.0	-	940990	132.0	36
chr4	1524926	1524936	126.0	+	chr4	1524952	1524962	18.0	-	1524944	144.0	26
chr4	78081	78091	120.0	+	chr4	78103	78113	83.0	-	78097	203.0	22
chr4	74255	74265	114.0	+	chr4	74271	74281	39.0	-	74268	153.0	16
chr4	1185931	1185941	107.0	+	chr4	1185957	1185967	77.0	-	1185949	184.0	26
chr4	167583	167593	105.0	+	chr4	167611	167621	465.0	-	167602	570.0	28
chr4	1525266	1525276	103.0	+	chr4	1525310	1525320	2.0	-	1525293	105.0	44
chr4	570441	570451	100.0	+	chr4	570466	570476	249.0	-	570458	349.0	25
chr4	301087	301097	99.0	+	chr4	301114	301124	180.0	-	301105	279.0	27
chr4	393434	393444	99.0	+	chr4	393459	393469	89.0	-	393451	188.0	25
chr4	478860	478870	98.0	+	chr4	478887	478897	123.0	-	478878	221.0	27
chr4	626192	626202	95.0	+	chr4	626219	626229	76.0	-	626210	171.0	27
chr4	453899	453909	93.0	+	chr4	453925	453935	324.0	-	453917	417.0	26
chr4	1294504	1294514	93.0	+	chr4	1294531	1294541	299.0	-	1294522	392.0	27
chr4	907179	907189	92.0	+	chr4	907201	907211	180.0	-	907195	272.0	22
chr4	746546	746556	89.0	+	chr4	746574	746584	117.0	-	746565	206.0	28
chr4	190729	190739	88.0	+	chr4	190762	190772	372.0	-	190750	460.0	33
chr4	694294	694304	87.0	+	chr4	694330	694340	2.0	-	694317	89.0	36
chr4	617364	617374	81.0	+	chr4	617391	617401	27.0	-	617382	108.0	27
chr4	1411954	1411964	80.0	+	chr4	1411978	1411988	239.0	-	1411971	319.0	24
chr4	778860	778870	71.0	+	chr4	778884	778894	141.0	-	778877	212.0	24
chr4	323803	323813	70.0	+	chr4	323844	323854	11.0	-	323828	81.0	41
chr4	1322051	1322061	69.0	+	chr4	1322076	1322086	39.0	-	1322068	108.0	25
chr4	88103	88113	68.0	+	chr4	88127	88137	151.0	-	88120	219.0	24
chr4	1469222	1469232	67.0	+	chr4	1469244	1469254	11.0	-	1469238	78.0	22
chr4	145641	145651	66.0	+	chr4	145661	145671	91.0	-	145656	157.0	20
chr4	437839	437849	66.0	+	chr4	437851	437861	69.0	-	437850	135.0	12
chr4	1008817	1008827	64.0	+	chr4	1008838	1008848	85.0	-	1008832	149.0	21
chr4	125	135	63.0	+	chr4	154	164	30.0	-	144	93.0	29
chr4	765526	765536	63.0	+	chr4	765553	765563	200.0	-	765544	263.0	27
chr4	1229926	1229936	59.0	+	chr4	1229950	1229960	96.0	-	1229943	155.0	24
chr4	722610	722620	58.0	+	chr4	722630	722640	128.0	-	722625	186.0	20
chr4	769421	769431	57.0	+	chr4	769438	769448	4.0	-	769434	61.0	17
chr4	1174897	1174907	57.0	+	chr4	1174920	1174930	109.0	-	1174913	166.0	23
chr4	1493203	1493213	56.0	+	chr4	1493229	1493239	37.0	-	1493221	93.0	26
chr4	653251	653261	55.0	+	chr4	653256	653266	131.0	-	653258	186.0	5
chr4	769386	769396	55.0	+	chr4	769417	769427	5.0	-	769406	60.0	31
chr4	768298	768308	54.0	+	chr4	768317	768327	27.0	-	768312	81.0	19
chr4	1447109	1447119	54.0	+	chr4	1447168	1447178	6.0	-	1447143	60.0	59
chr4	87343	87353	53.0	+	chr4	87372	87382	38.0	-	87362	91.0	29
chr4	190751	190761	53.0	+	chr4	190795	190805	9.0	-	190778	62.0	44
chr4	694278	694288	53.0	+	chr4	694301	694311	147.0	-	694294	200.0	23
chr4	176533	176543	51.0	+	chr4	176548	176558	19.0	-	176545	70.0	15
chr4	1493306	1493316	51.0	+	chr4	1493340	1493350	9.0	-	1493328	60.0	34
chr4	769453	769463	50.0	+	chr4	769474	769484	5.0	-	769468	55.0	21
chr4	190713	190723	49.0	+	chr4	190746	190756	183.0	-	190734	232.0	33
chr4	653205	653215	49.0	+	chr4	653220	653230	70.0	-	653217	119.0	15
chr4	744109	744119	49.0	+	chr4	744129	744139	24.0	-	744124	73.0	20
chr4	1525124	1525134	49.0	+	chr4	1525151	1525161	127.0	-	1525142	176.0	27
chr4	255248	255258	47.0	+	chr4	255303	255313	6.0	-	255280	53.0	55
chr4	332660	332670	47.0	+	chr4	332675	332685	17.0	-	332672	64.0	15
chr4	787501	787511	47.0	+	chr4	787536	787546	7.0	-	787523	54.0	35
chr4	1071789	1071799	47.0	+	chr4	1071822	1071832	17.0	-	1071810	64.0	33
chr4	411447	411457	46.0	+	chr4	411472	411482	3.0	-	411464	49.0	25
chr4	449469	449479	46.0	+	chr4	449483	449493	45.0	-	449481	91.0	14
chr4	286830	286840	45.0	+	chr4	286850	286860	141.0	-	286845	186.0	20
chr4	769476	769486	45.0	+	chr4	769507	769517	8.0	-	769496	53.0	31
chr4	52347	52357	44.0	+	chr4	52365	52375	9.0	-	52361	53.0	18
chr4	167603	167613	43.0	+	chr4	167668	167678	8.0	-	167640	51.0	65
chr4	1198891	1198901	43.0	+	chr4	1198919	1198929	31.0	-	1198910	74.0	28
chr4	1251821	1251831	43.0	+	chr4	1251844	1251854	26.0	-	1251837	69.0	23
chr4	636187	636197	42.0	+	chr4	636210	636220	119.0	-	636203	161.0	23
chr4	301115	301125	41.0	+	chr4	301154	301164	9.0	-	301139	50.0	39
chr4	1090289	1090299	41.0	+	chr4	1090338	1090348	8.0	-	1090318	49.0	49
chr4	653235	653245	40.0	+	chr4	653327	653337	2.0	-	653286	42.0	92
chr4	787490	787500	39.0	+	chr4	787510	787520	83.0	-	787505	122.0	20
chr4	1417196	1417206	38.0	+	chr4	1417222	1417232	25.0	-	1417214	63.0	26
chr4	437910	437920	37.0	+	chr4	437981	437991	2.0	-	437950	39.0	71
chr4	1525385	1525395	36.0	+	chr4	1525415	1525425	7.0	-	1525405	43.0	30
chr4	369379	369389	35.0	+	chr4	369386	369396	98.0	-	369387	133.0	7
chr4	924025	924035	35.0	+	chr4	924059	924069	40.0	-	924047	75.0	34
chr4	599875	599885	34.0	+	chr4	599903	599913	9.0	-	599894	43.0	28
chr4	38360	38370	33.0	+	chr4	38396	38406	4.0	-	38383	37.0	36
chr4	1185912	1185922	33.0	+	chr4	1185939	1185949	20.0	-	1185930	53.0	27
chr4	1399429	1399439	33.0	+	chr4	1399520	1399530	3.0	-	1399479	36.0	91
chr4	1483598	1483608	33.0	+	chr4	1483619	1483629	80.0	-	1483613	113.0	21
chr4	1525193	1525203	32.0	+	chr4	1525230	1525240	17.0	-	1525216	49.0	37
chr4	1126183	1126193	31.0	+	chr4	1126274	1126284	6.0	-	1126233	37.0	91
chr4	87325	87335	30.0	+	chr4	87354	87364	241.0	-	87344	271.0	29
chr4	628714	628724	30.0	+	chr4	628738	628748	2.0	-	628731	32.0	24
chr4	657631	657641	29.0	+	chr4	657650	657660	55.0	-	657645	84.0	19
chr4	835937	835947	29.0	+	chr4	835945	835955	3.0	-	835946	32.0	8
chr4	1090328	1090338	29.0	+	chr4	1090354	1090364	5.0	-	1090346	34.0	26
chr4	1480252	1480262	29.0	+	chr4	1480277	1480287	216.0	-	1480269	245.0	25
chr4	1525357	1525367	28.0	+	chr4	1525385	1525395	56.0	-	1525376	84.0	28
chr4	53	63	27.0	+	chr4	92	102	7.0	-	77	34.0	39
chr4	78106	78116	27.0	+	chr4	78131	78141	7.0	-	78123	34.0	25
chr4	1378631	1378641	27.0	+	chr4	1378660	1378670	9.0	-	1378650	36.0	29
chr4	1483608	1483618	27.0	+	chr4	1483649	1483659	8.0	-	1483633	35.0	41
chr4	629686	629696	26.0	+	chr4	629716	629726	25.0	-	629706	51.0	30
chr4	751441	751451	26.0	+	chr4	751469	751479	93.0	-	751460	119.0	28
chr4	907250	907260	26.0	+	chr4	907294	907304	13.0	-	907277	39.0	44
chr4	1120158	1120168	26.0	+	chr4	1120196	1120206	4.0	-	1120182	30.0	38
chr4	1399266	1399276	26.0	+	chr4	1399278	1399288	2.0	-	1399277	28.0	12
chr4	330714	330724	25.0	+	chr4	330796	330806	2.0	-	330760	27.0	82
chr4	1469258	1469268	25.0	+	chr4	1469319	1469329	6.0	-	1469293	31.0	61
chr4	83	93	24.0	+	chr4	177	187	3.0	-	135	27.0	94
chr4	34138	34148	24.0	+	chr4	34166	34176	14.0	-	34157	38.0	28
chr4	52330	52340	24.0	+	chr4	52345	52355	2.0	-	52342	26.0	15
chr4	787448	787458	24.0	+	chr4	787473	787483	11.0	-	787465	35.0	25
chr4	34154	34164	23.0	+	chr4	34196	34206	4.0	-	34180	27.0	42
chr4	746603	746613	23.0	+	chr4	746632	746642	4.0	-	746622	27.0	29
chr4	751078	751088	23.0	+	chr4	751090	751100	13.0	-	751089	36.0	12
chr4	1416530	1416540	23.0	+	chr4	1416630	1416640	24.0	-	1416585	47.0	100
chr4	1469120	1469130	23.0	+	chr4	1469132	1469142	12.0	-	1469131	35.0	12
chr4	556894	556904	22.0	+	chr4	556928	556938	9.0	-	556916	31.0	34
chr4	867729	867739	22.0	+	chr4	867777	867787	5.0	-	867758	27.0	48
chr4	1126159	1126169	22.0	+	chr4	1126179	1126189	167.0	-	1126174	189.0	20
chr4	1357458	1357468	22.0	+	chr4	1357501	1357511	16.0	-	1357484	38.0	43
chr4	369359	369369	21.0	+	chr4	369368	369378	33.0	-	369368	54.0	9
chr4	1114112	1114122	21.0	+	chr4	1114120	1114130	45.0	-	1114121	66.0	8
chr4	125382	125392	20.0	+	chr4	125406	125416	5.0	-	125399	25.0	24
chr4	215886	215896	20.0	+	chr4	215903	215913	34.0	-	215899	54.0	17
chr4	330648	330658	20.0	+	chr4	330667	330677	2.0	-	330662	22.0	19
chr4	1359591	1359601	20.0	+	chr4	1359614	1359624	2.0	-	1359607	22.0	23
chr4	1447388	1447398	20.0	+	chr4	1447411	1447421	10.0	-	1447404	30.0	23
chr4	505019	505029	19.0	+	chr4	505026	505036	6.0	-	505027	25.0	7
chr4	769229	769239	19.0	+	chr4	769246	769256	30.0	-	769242	49.0	17
chr4	1059308	1059318	19.0	+	chr4	1059342	1059352	3.0	-	1059330	22.0	34
chr4	1359016	1359026	19.0	+	chr4	1359042	1359052	8.0	-	1359034	27.0	26
chr4	234223	234233	18.0	+	chr4	234290	234300	15.0	-	234261	33.0	67
chr4	240203	240213	18.0	+	chr4	240228	240238	12.0	-	240220	30.0	25
chr4	842206	842216	18.0	+	chr4	842217	842227	6.0	-	842216	24.0	11
chr4	1394940	1394950	18.0	+	chr4	1394986	1394996	2.0	-	1394968	20.0	46
chr4	3	13	17.0	+	chr4	29	39	3.0	-	21	20.0	26
chr4	258693	258703	17.0	+	chr4	258715	258725	82.0	-	258709	99.0	22
chr4	300215	300225	17.0	+	chr4	300246	300256	2.0	-	300235	19.0	31
chr4	765426	765436	17.0	+	chr4	765448	765458	11.0	-	765442	28.0	22
chr4	936014	936024	17.0	+	chr4	936031	936041	21.0	-	936027	38.0	17
chr4	148017	148027	16.0	+	chr4	148032	148042	59.0	-	148029	75.0	15
chr4	148183	148193	16.0	+	chr4	148230	148240	6.0	-	148211	22.0	47
chr4	223819	223829	16.0	+	chr4	223846	223856	12.0	-	223837	28.0	27
chr4	372162	372172	16.0	+	chr4	372200	372210	4.0	-	372186	20.0	38
chr4	399159	399169	16.0	+	chr4	399165	399175	27.0	-	399167	43.0	6
chr4	539628	539638	16.0	+	chr4	539722	539732	9.0	-	539680	25.0	94
chr4	636216	636226	16.0	+	chr4	636253	636263	9.0	-	636239	25.0	37
chr4	678002	678012	16.0	+	chr4	678044	678054	15.0	-	678028	31.0	42
chr4	1251745	1251755	16.0	+	chr4	1251756	1251766	29.0	-	1251755	45.0	11
chr4	1251857	1251867	16.0	+	chr4	1251905	1251915	2.0	-	1251886	18.0	48
chr4	1297027	1297037	16.0	+	chr4	1297028	1297038	2.0	-	1297032	18.0	1
chr4	381597	381607	15.0	+	chr4	381619	381629	2.0	-	381613	17.0	22
chr4	451571	451581	15.0	+	chr4	451600	451610	12.0	-	451590	27.0	29
chr4	923988	923998	15.0	+	chr4	924003	924013	4.0	-	924000	19.0	15
chr4	926989	926999	15.0	+	chr4	927028	927038	126.0	-	927013	141.0	39
chr4	1075549	1075559	15.0	+	chr4	1075581	1075591	4.0	-	1075570	19.0	32
chr4	1120310	1120320	15.0	+	chr4	1120320	1120330	14.0	-	1120320	29.0	10
chr4	1222632	1222642	15.0	+	chr4	1222699	1222709	2.0	-	1222670	17.0	67
chr4	1362565	1362575	15.0	+	chr4	1362602	1362612	19.0	-	1362588	34.0	37
chr4	1412651	1412661	15.0	+	chr4	1412665	1412675	4.0	-	1412663	19.0	14
chr4	38329	38339	14.0	+	chr4	38369	38379	372.0	-	38354	386.0	40
chr4	172328	172338	14.0	+	chr4	172342	172352	20.0	-	172340	34.0	14
chr4	394036	394046	14.0	+	chr4	394056	394066	6.0	-	394051	20.0	20
chr4	407422	407432	14.0	+	chr4	407472	407482	27.0	-	407452	41.0	50
chr4	437962	437972	14.0	+	chr4	437995	438005	2.0	-	437983	16.0	33
