chrom	strand	start	end	value
chr5	-	462549	462559	14.0
chr5	-	462720	462730	3.0
chr5	-	462741	462751	4.0
chr5	-	462787	462797	2.0
chr5	-	462828	462838	2.0
chr5	-	463248	463258	2.0
chr5	-	463757	463767	2.0
chr5	-	463866	463876	2.0
chr5	-	463888	463898	2.0
chr5	-	464159	464169	2.0
chr5	-	464336	464346	2.0
chr5	-	466980	466990	2.0
chr5	-	467609	467619	3.0
chr5	-	468140	468150	3.0
chr5	-	469578	469588	2.0
chr5	-	470932	470942	3.0
chr5	-	471292	471302	7.0
chr5	-	471797	471807	2.0
chr5	-	472388	472398	3.0
chr5	-	472915	472925	9.0
chr5	-	472935	472945	2.0
chr5	-	473383	473393	3.0
chr5	-	473462	473472	2.0
chr5	-	473505	473515	3.0
chr5	-	473710	473720	7.0
chr5	-	473904	473914	9.0
chr5	-	473956	473966	3.0
chr5	-	474869	474879	2.0
chr5	-	475131	475141	5.0
chr5	-	475498	475508	8.0
chr5	-	475653	475663	4.0
chr5	-	476520	476530	2.0
chr5	-	476652	476662	2.0
chr5	-	476905	476915	5.0
chr5	-	476930	476940	7.0
chr5	-	476950	476960	3.0
chr5	-	477147	477157	2.0
chr5	-	477426	477436	3.0
chr5	-	477998	478008	2.0
chr5	-	478633	478643	4.0
chr5	-	479416	479426	2.0
chr5	-	480282	480292	5.0
chr5	-	480438	480448	3.0
chr5	-	480455	480465	2.0
chr5	-	481577	481587	2.0
chr5	-	481607	481617	5.0
chr5	-	481668	481678	2.0
chr5	-	481753	481763	3.0
chr5	-	482417	482427	5.0
chr5	-	482688	482698	2.0
chr5	-	483389	483399	2.0
chr5	-	483425	483435	7.0
chr5	-	483470	483480	2.0
chr5	-	483772	483782	3.0
chr5	-	484020	484030	2.0
chr5	-	484203	484213	2.0
chr5	-	484559	484569	15.0
chr5	-	484647	484657	19.0
chr5	-	484917	484927	2.0
chr5	-	484981	484991	2.0
chr5	-	484995	485005	6.0
chr5	-	485139	485149	2.0
chr5	-	485409	485419	3.0
chr5	-	485765	485775	3.0
chr5	-	485776	485786	2.0
chr5	-	485799	485809	2.0
chr5	-	489731	489741	2.0
chr5	-	490558	490568	7.0
chr5	-	492699	492709	2.0
chr5	-	498208	498218	2.0
chr5	-	498743	498753	2.0
chr5	-	499162	499172	2.0
chr5	-	499506	499516	2.0
chr5	-	500697	500707	2.0
chr5	-	500981	500991	5.0
chr5	-	501039	501049	4.0
chr5	-	501879	501889	16.0
chr5	-	503960	503970	3.0
chr5	-	503998	504008	5.0
chr5	-	504045	504055	13.0
chr5	-	504085	504095	10.0
chr5	-	504129	504139	4.0
chr5	-	505175	505185	2.0
chr5	-	505262	505272	2.0
chr5	-	505286	505296	2.0
chr5	-	505955	505965	5.0
chr5	-	506485	506495	3.0
chr5	-	506810	506820	2.0
chr5	-	507018	507028	2.0
chr5	-	507044	507054	6.0
chr5	-	508188	508198	3.0
chr5	-	508686	508696	3.0
chr5	-	508929	508939	5.0
chr5	-	509081	509091	3.0
chr5	-	509401	509411	2.0
chr5	-	509545	509555	5.0
chr5	-	509746	509756	2.0
chr5	-	510936	510946	3.0
chr5	-	511320	511330	2.0
chr5	-	511550	511560	8.0
chr5	-	511703	511713	2.0
chr5	-	511817	511827	2.0
chr5	-	512651	512661	2.0
chr5	-	512809	512819	2.0
chr5	-	513161	513171	2.0
chr5	-	513506	513516	3.0
chr5	-	513813	513823	3.0
chr5	-	514239	514249	3.0
chr5	-	514417	514427	4.0
chr5	-	514564	514574	2.0
chr5	-	514577	514587	3.0
chr5	-	514625	514635	3.0
chr5	-	514709	514719	2.0
chr5	-	517233	517243	4.0
chr5	-	517387	517397	3.0
chr5	-	517438	517448	2.0
chr5	-	517458	517468	6.0
chr5	-	517627	517637	2.0
chr5	-	517681	517691	2.0
chr5	-	518189	518199	4.0
chr5	-	518406	518416	7.0
chr5	-	519169	519179	3.0
chr5	-	519408	519418	7.0
chr5	-	520709	520719	3.0
chr5	-	521426	521436	3.0
chr5	-	522699	522709	3.0
chr5	-	522936	522946	3.0
chr5	-	523085	523095	4.0
chr5	-	523586	523596	2.0
chr5	-	524398	524408	2.0
chr5	-	524606	524616	4.0
chr5	-	525320	525330	4.0
chr5	-	526220	526230	2.0
chr5	-	526534	526544	4.0
chr5	-	526741	526751	5.0
chr5	-	527205	527215	2.0
chr5	-	527349	527359	2.0
chr5	-	527366	527376	2.0
chr5	-	527522	527532	2.0
chr5	-	527855	527865	2.0
chr5	-	528458	528468	2.0
chr5	-	529286	529296	3.0
chr5	-	529323	529333	3.0
chr5	-	529622	529632	3.0
chr5	-	529896	529906	2.0
chr5	-	530154	530164	5.0
chr5	-	530320	530330	3.0
chr5	-	530525	530535	9.0
chr5	-	530907	530917	3.0
chr5	-	530925	530935	2.0
chr5	-	532057	532067	3.0
chr5	-	532279	532289	2.0
chr5	-	532743	532753	3.0
chr5	-	533765	533775	5.0
chr5	-	533927	533937	2.0
chr5	-	534086	534096	2.0
chr5	-	534115	534125	2.0
chr5	-	535300	535310	2.0
chr5	-	535417	535427	2.0
chr5	-	536535	536545	3.0
chr5	-	539267	539277	2.0
chr5	-	539609	539619	2.0
chr5	-	539699	539709	9.0
chr5	-	539718	539728	2.0
chr5	-	541314	541324	2.0
chr5	-	541483	541493	4.0
chr5	-	541494	541504	7.0
chr5	-	541743	541753	3.0
chr5	-	541899	541909	7.0
chr5	-	542074	542084	2.0
chr5	-	542164	542174	2.0
chr5	-	542429	542439	2.0
chr5	-	543905	543915	2.0
chr5	-	545081	545091	4.0
chr5	-	545193	545203	2.0
chr5	-	545727	545737	2.0
chr5	-	545844	545854	4.0
chr5	-	545873	545883	7.0
chr5	-	546103	546113	2.0
chr5	-	546158	546168	6.0
chr5	-	546347	546357	3.0
chr5	-	546374	546384	2.0
chr5	-	546406	546416	5.0
chr5	-	546432	546442	2.0
chr5	-	547274	547284	5.0
chr5	-	547410	547420	5.0
chr5	-	547461	547471	3.0
chr5	-	547931	547941	2.0
chr5	-	549751	549761	3.0
chr5	-	549803	549813	4.0
chr5	-	549835	549845	4.0
chr5	-	549855	549865	3.0
chr5	-	551169	551179	2.0
chr5	-	551449	551459	3.0
chr5	-	552011	552021	4.0
chr5	-	552673	552683	3.0
chr5	-	552764	552774	2.0
chr5	-	552921	552931	4.0
chr5	-	553592	553602	3.0
chr5	-	553737	553747	4.0
chr5	-	555733	555743	2.0
chr5	-	555917	555927	4.0
chr5	-	558326	558336	2.0
chr5	-	558871	558881	3.0
chr5	-	559122	559132	4.0
chr5	-	560725	560735	2.0
chr5	-	561518	561528	2.0
chr5	-	561590	561600	11.0
chr5	-	562737	562747	2.0
chr5	-	563006	563016	2.0
chr5	-	564235	564245	6.0
chr5	-	564724	564734	4.0
chr5	-	566431	566441	3.0
chr5	-	566500	566510	2.0
chr5	-	566560	566570	7.0
chr5	-	567050	567060	6.0
chr5	-	567370	567380	3.0
chr5	-	567808	567818	2.0
chr5	-	567893	567903	7.0
chr5	-	568227	568237	2.0
chr5	-	568305	568315	2.0
chr5	-	568610	568620	6.0
chr5	-	568757	568767	3.0
chr5	-	568793	568803	5.0
chr5	-	568903	568913	3.0
chr5	-	569152	569162	3.0
chr5	-	570333	570343	10.0
chr4	+	1525193	1525203	192.0
chr4	+	1114091	1114101	68.0
chr4	+	211233	211243	60.0
chr4	+	1104047	1104057	38.0
chr4	+	501614	501624	37.0
chr4	+	167876	167886	28.0
chr4	+	501628	501638	26.0
chr4	+	675166	675176	26.0
chr4	+	592153	592163	21.0
chr4	+	1094633	1094643	20.0
chr4	+	147731	147741	19.0
chr4	+	234151	234161	19.0
chr4	+	626142	626152	17.0
chr4	+	592168	592178	16.0
chr4	+	765589	765599	16.0
chr4	+	1093516	1093526	16.0
chr4	+	787444	787454	15.0
chr4	+	1185617	1185627	15.0
chr4	+	56041	56051	14.0
chr4	+	258674	258684	14.0
chr4	+	147708	147718	13.0
chr4	+	553375	553385	13.0
chr4	+	686297	686307	13.0
chr4	+	1266343	1266353	13.0
chr4	+	1266360	1266370	13.0
chr4	+	1318658	1318668	13.0
chr4	+	1447154	1447164	13.0
chr4	+	148399	148409	12.0
chr4	+	300852	300862	12.0
chr4	+	1077566	1077576	12.0
chr4	+	1094656	1094666	12.0
chr4	+	159595	159605	11.0
chr4	+	183705	183715	11.0
chr4	+	335047	335057	11.0
chr4	+	884329	884339	11.0
chr4	+	927117	927127	11.0
chr4	+	1104028	1104038	11.0
chr4	+	1174859	1174869	11.0
chr4	+	1229907	1229917	11.0
chr4	+	1483220	1483230	11.0
chr4	+	1490141	1490151	11.0
chr4	+	112321	112331	10.0
chr4	+	174211	174221	10.0
chr4	+	210058	210068	10.0
chr4	+	237883	237893	10.0
chr4	+	294313	294323	10.0
chr4	+	394743	394753	10.0
chr4	+	468476	468486	10.0
chr4	+	469617	469627	10.0
chr4	+	600948	600958	10.0
chr4	+	886070	886080	10.0
chr4	+	1049001	1049011	10.0
chr4	+	1077580	1077590	10.0
chr4	+	1227956	1227966	10.0
chr4	+	1365981	1365991	10.0
chr4	+	26166	26176	9.0
chr4	+	81007	81017	9.0
chr4	+	122863	122873	9.0
chr4	+	124026	124036	9.0
chr4	+	211754	211764	9.0
chr4	+	213586	213596	9.0
chr4	+	294303	294313	9.0
chr4	+	399158	399168	9.0
chr4	+	420150	420160	9.0
chr4	+	439152	439162	9.0
chr4	+	453828	453838	9.0
chr4	+	475545	475555	9.0
chr4	+	524763	524773	9.0
chr4	+	539257	539267	9.0
chr4	+	773782	773792	9.0
chr4	+	801317	801327	9.0
chr4	+	866502	866512	9.0
chr4	+	1040922	1040932	9.0
chr4	+	1197166	1197176	9.0
chr4	+	1226854	1226864	9.0
chr4	+	1234274	1234284	9.0
chr4	+	1297069	1297079	9.0
chr4	+	1300587	1300597	9.0
chr4	+	1350067	1350077	9.0
chr4	+	1402641	1402651	9.0
chr4	+	1425653	1425663	9.0
chr4	+	1470328	1470338	9.0
chr4	+	1480456	1480466	9.0
chr4	+	1492860	1492870	9.0
chr4	+	37103	37113	8.0
chr4	+	162960	162970	8.0
chr4	+	163134	163144	8.0
chr4	+	223977	223987	8.0
chr4	+	265249	265259	8.0
chr4	+	343138	343148	8.0
chr4	+	359318	359328	8.0
chr4	+	363484	363494	8.0
chr4	+	405604	405614	8.0
chr4	+	505697	505707	8.0
chr4	+	605728	605738	8.0
chr4	+	665963	665973	8.0
chr4	+	751405	751415	8.0
chr4	+	794243	794253	8.0
chr4	+	810714	810724	8.0
chr4	+	818497	818507	8.0
chr4	+	905609	905619	8.0
chr4	+	1117429	1117439	8.0
chr4	+	1127347	1127357	8.0
chr4	+	1198465	1198475	8.0
chr4	+	1203695	1203705	8.0
chr4	+	1267489	1267499	8.0
chr4	+	1273412	1273422	8.0
chr4	+	1274601	1274611	8.0
chr4	+	1280043	1280053	8.0
chr4	+	1297787	1297797	8.0
chr4	+	1365832	1365842	8.0
chr4	+	1379303	1379313	8.0
chr4	+	1387240	1387250	8.0
chr4	+	1429424	1429434	8.0
chr4	+	1479623	1479633	8.0
chr4	+	1498252	1498262	8.0
chr4	+	53150	53160	7.0
chr4	+	77470	77480	7.0
chr4	+	105329	105339	7.0
chr4	+	126087	126097	7.0
chr4	+	133452	133462	7.0
chr4	+	156529	156539	7.0
chr4	+	167832	167842	7.0
chr4	+	167906	167916	7.0
chr4	+	176621	176631	7.0
chr4	+	183688	183698	7.0
chr4	+	230968	230978	7.0
chr4	+	251484	251494	7.0
chr4	+	258633	258643	7.0
chr4	+	262463	262473	7.0
chr4	+	285979	285989	7.0
chr4	+	298079	298089	7.0
chr4	+	352481	352491	7.0
chr4	+	376451	376461	7.0
chr4	+	376740	376750	7.0
chr4	+	384302	384312	7.0
chr4	+	387622	387632	7.0
chr4	+	389663	389673	7.0
chr4	+	438349	438359	7.0
chr4	+	443156	443166	7.0
chr4	+	459279	459289	7.0
chr4	+	461104	461114	7.0
chr4	+	498506	498516	7.0
chr4	+	558735	558745	7.0
chr4	+	563608	563618	7.0
chr4	+	571021	571031	7.0
chr4	+	673662	673672	7.0
chr4	+	713844	713854	7.0
chr4	+	742411	742421	7.0
chr4	+	749361	749371	7.0
chr4	+	769455	769465	7.0
chr4	+	773713	773723	7.0
chr4	+	787230	787240	7.0
chr4	+	826142	826152	7.0
chr4	+	826527	826537	7.0
chr4	+	861194	861204	7.0
chr4	+	866958	866968	7.0
chr4	+	893263	893273	7.0
chr4	+	893322	893332	7.0
chr4	+	897864	897874	7.0
chr4	+	925868	925878	7.0
chr4	+	968856	968866	7.0
chr4	+	971509	971519	7.0
chr4	+	977543	977553	7.0
chr4	+	1054240	1054250	7.0
chr4	+	1059824	1059834	7.0
chr4	+	1059860	1059870	7.0
chr4	+	1077544	1077554	7.0
chr4	+	1081740	1081750	7.0
chr4	+	1083217	1083227	7.0
chr4	+	1090402	1090412	7.0
chr4	+	1094897	1094907	7.0
chr4	+	1102801	1102811	7.0
chr4	+	1104710	1104720	7.0
chr4	+	1106672	1106682	7.0
chr4	+	1135703	1135713	7.0
chr4	+	1180898	1180908	7.0
chr4	+	1197407	1197417	7.0
chr4	+	1234446	1234456	7.0
chr4	+	1258957	1258967	7.0
chr4	+	1262070	1262080	7.0
chr4	+	1280297	1280307	7.0
chr4	+	1287200	1287210	7.0
chr4	+	1335790	1335800	7.0
chr4	+	1343488	1343498	7.0
chr4	+	1366286	1366296	7.0
chr4	+	1367369	1367379	7.0
chr4	+	1375262	1375272	7.0
chr4	+	1394974	1394984	7.0
chr4	+	1401504	1401514	7.0
chr4	+	1407176	1407186	7.0
chr4	+	1425552	1425562	7.0
chr4	+	1449562	1449572	7.0
chr4	+	1490241	1490251	7.0
chr4	+	1522297	1522307	7.0
chr4	+	1525415	1525425	7.0
chr4	+	34779	34789	6.0
chr4	+	50598	50608	6.0
chr4	+	61148	61158	6.0
chr4	+	84009	84019	6.0
chr4	+	89414	89424	6.0
chr4	+	105473	105483	6.0
chr4	+	106318	106328	6.0
chr4	+	120766	120776	6.0
chr4	+	125508	125518	6.0
chr4	+	129634	129644	6.0
chr4	+	136031	136041	6.0
chr4	+	173713	173723	6.0
chr4	+	181933	181943	6.0
chr4	+	210402	210412	6.0
chr4	+	234595	234605	6.0
chr4	+	242805	242815	6.0
chr4	+	277434	277444	6.0
chr4	+	287259	287269	6.0
chr4	+	301786	301796	6.0
chr4	+	303030	303040	6.0
chr4	+	303066	303076	6.0
chr4	+	338325	338335	6.0
chr4	+	343526	343536	6.0
chr4	+	352559	352569	6.0
chr4	+	360518	360528	6.0
chr4	+	361745	361755	6.0
chr4	+	371040	371050	6.0
chr4	+	374835	374845	6.0
chr4	+	377096	377106	6.0
chr4	+	402307	402317	6.0
chr4	+	418936	418946	6.0
chr4	+	427561	427571	6.0
chr4	+	438635	438645	6.0
chr4	+	438942	438952	6.0
chr4	+	441110	441120	6.0
chr4	+	453848	453858	6.0
chr4	+	458960	458970	6.0
chr4	+	483383	483393	6.0
chr4	+	483844	483854	6.0
chr4	+	489021	489031	6.0
chr4	+	509804	509814	6.0
chr4	+	512334	512344	6.0
chr4	+	523280	523290	6.0
chr4	+	545248	545258	6.0
chr4	+	558887	558897	6.0
chr4	+	562623	562633	6.0
chr4	+	584734	584744	6.0
chr4	+	593244	593254	6.0
chr4	+	612984	612994	6.0
chr4	+	617790	617800	6.0
chr4	+	622219	622229	6.0
chr4	+	626119	626129	6.0
chr4	+	657975	657985	6.0
chr4	+	674016	674026	6.0
chr4	+	679798	679808	6.0
chr4	+	694471	694481	6.0
chr4	+	704120	704130	6.0
chr4	+	708533	708543	6.0
chr4	+	719766	719776	6.0
chr4	+	746849	746859	6.0
chr4	+	765856	765866	6.0
chr4	+	771175	771185	6.0
chr4	+	779731	779741	6.0
chr4	+	808638	808648	6.0
chr4	+	822000	822010	6.0
chr4	+	831428	831438	6.0
chr4	+	842901	842911	6.0
chr4	+	856093	856103	6.0
chr4	+	866454	866464	6.0
chr4	+	892041	892051	6.0
chr4	+	918919	918929	6.0
chr4	+	928296	928306	6.0
chr4	+	932475	932485	6.0
chr4	+	951141	951151	6.0
chr4	+	951205	951215	6.0
chr4	+	977005	977015	6.0
chr4	+	993715	993725	6.0
chr4	+	994231	994241	6.0
chr4	+	1008785	1008795	6.0
chr4	+	1026794	1026804	6.0
chr4	+	1042556	1042566	6.0
chr4	+	1045775	1045785	6.0
chr4	+	1061502	1061512	6.0
chr4	+	1112119	1112129	6.0
chr4	+	1129733	1129743	6.0
chr4	+	1134474	1134484	6.0
chr4	+	1144765	1144775	6.0
chr4	+	1156046	1156056	6.0
chr4	+	1171722	1171732	6.0
chr4	+	1172076	1172086	6.0
chr4	+	1176254	1176264	6.0
chr4	+	1181608	1181618	6.0
chr4	+	1183419	1183429	6.0
chr4	+	1195030	1195040	6.0
chr4	+	1198912	1198922	6.0
chr4	+	1228030	1228040	6.0
chr4	+	1229236	1229246	6.0
chr4	+	1252568	1252578	6.0
chr4	+	1279764	1279774	6.0
chr4	+	1286545	1286555	6.0
chr4	+	1291283	1291293	6.0
chr4	+	1303471	1303481	6.0
chr4	+	1329762	1329772	6.0
chr4	+	1345805	1345815	6.0
chr4	+	1349998	1350008	6.0
chr4	+	1351999	1352009	6.0
chr4	+	1361964	1361974	6.0
chr4	+	1384873	1384883	6.0
chr4	+	1394112	1394122	6.0
chr4	+	1394738	1394748	6.0
chr4	+	1394948	1394958	6.0
chr4	+	1400110	1400120	6.0
chr4	+	1401663	1401673	6.0
chr4	+	1409961	1409971	6.0
chr4	+	1410553	1410563	6.0
chr4	+	1443979	1443989	6.0
chr4	+	1447055	1447065	6.0
chr4	+	1447067	1447077	6.0
chr4	+	1480224	1480234	6.0
chr4	+	1483239	1483249	6.0
chr4	+	1496944	1496954	6.0
chr4	+	1524164	1524174	6.0
chr4	+	18397	18407	5.0
chr4	+	23336	23346	5.0
chr4	+	28128	28138	5.0
chr4	+	31125	31135	5.0
chr4	+	34826	34836	5.0
chr4	+	47563	47573	5.0
chr4	+	51039	51049	5.0
chr4	+	52436	52446	5.0
chr4	+	56183	56193	5.0
chr4	+	63427	63437	5.0
chr4	+	70252	70262	5.0
chr4	+	93415	93425	5.0
chr4	+	94813	94823	5.0
chr4	+	97128	97138	5.0
chr4	+	103146	103156	5.0
chr4	+	107021	107031	5.0
chr4	+	110952	110962	5.0
chr4	+	123975	123985	5.0
chr4	+	124444	124454	5.0
chr4	+	130730	130740	5.0
chr4	+	131456	131466	5.0
chr4	+	147238	147248	5.0
chr4	+	152964	152974	5.0
chr4	+	153137	153147	5.0
chr4	+	156103	156113	5.0
chr4	+	158187	158197	5.0
chr4	+	158195	158205	5.0
chr4	+	160139	160149	5.0
chr4	+	172872	172882	5.0
chr4	+	176036	176046	5.0
chr4	+	176978	176988	5.0
chr4	+	183669	183679	5.0
chr4	+	197586	197596	5.0
chr4	+	216083	216093	5.0
chr4	+	217139	217149	5.0
chr4	+	217513	217523	5.0
chr4	+	224630	224640	5.0
chr4	+	224906	224916	5.0
chr4	+	225930	225940	5.0
chr4	+	227171	227181	5.0
chr4	+	230463	230473	5.0
chr4	+	231048	231058	5.0
chr4	+	233844	233854	5.0
chr4	+	238345	238355	5.0
chr4	+	238788	238798	5.0
chr4	+	240787	240797	5.0
chr4	+	248134	248144	5.0
chr4	+	258111	258121	5.0
chr4	+	264031	264041	5.0
chr4	+	264827	264837	5.0
chr4	+	266625	266635	5.0
chr4	+	271774	271784	5.0
chr4	+	277778	277788	5.0
chr4	+	286745	286755	5.0
chr4	+	292233	292243	5.0
chr4	+	292476	292486	5.0
chr4	+	292559	292569	5.0
chr4	+	300905	300915	5.0
chr4	+	304893	304903	5.0
chr4	+	308963	308973	5.0
chr4	+	310886	310896	5.0
chr4	+	311802	311812	5.0
chr4	+	312291	312301	5.0
chr4	+	322849	322859	5.0
chr4	+	331803	331813	5.0
chr4	+	351443	351453	5.0
chr4	+	356123	356133	5.0
chr4	+	359535	359545	5.0
chr4	+	359869	359879	5.0
chr4	+	367591	367601	5.0
chr4	+	369409	369419	5.0
chr4	+	372190	372200	5.0
chr4	+	374748	374758	5.0
chr4	+	389880	389890	5.0
chr4	+	393194	393204	5.0
chr4	+	393208	393218	5.0
chr4	+	394470	394480	5.0
chr4	+	405425	405435	5.0
chr4	+	405684	405694	5.0
chr4	+	406571	406581	5.0
chr4	+	412317	412327	5.0
chr4	+	421421	421431	5.0
chr4	+	426535	426545	5.0
chr4	+	431020	431030	5.0
chr4	+	434206	434216	5.0
chr4	+	436931	436941	5.0
chr4	+	438969	438979	5.0
chr4	+	441088	441098	5.0
chr4	+	461139	461149	5.0
chr4	+	466259	466269	5.0
chr4	+	467885	467895	5.0
chr4	+	475527	475537	5.0
chr4	+	484143	484153	5.0
chr4	+	492881	492891	5.0
chr4	+	494977	494987	5.0
chr4	+	502454	502464	5.0
chr4	+	510922	510932	5.0
chr4	+	525011	525021	5.0
chr4	+	526259	526269	5.0
chr4	+	539457	539467	5.0
chr4	+	554315	554325	5.0
chr4	+	554469	554479	5.0
chr4	+	561605	561615	5.0
chr4	+	580249	580259	5.0
chr4	+	583126	583136	5.0
chr4	+	593007	593017	5.0
chr4	+	593546	593556	5.0
chr4	+	595229	595239	5.0
chr4	+	599031	599041	5.0
chr4	+	600773	600783	5.0
chr4	+	600882	600892	5.0
chr4	+	601019	601029	5.0
chr4	+	619424	619434	5.0
chr4	+	626085	626095	5.0
chr4	+	634541	634551	5.0
chr4	+	652980	652990	5.0
chr4	+	661492	661502	5.0
chr4	+	669400	669410	5.0
chr4	+	674033	674043	5.0
chr4	+	680291	680301	5.0
chr4	+	683055	683065	5.0
chr4	+	688298	688308	5.0
chr4	+	689877	689887	5.0
chr4	+	693943	693953	5.0
chr4	+	694414	694424	5.0
chr4	+	710048	710058	5.0
chr4	+	713804	713814	5.0
chr4	+	715013	715023	5.0
chr4	+	716349	716359	5.0
chr4	+	721361	721371	5.0
chr4	+	721381	721391	5.0
chr4	+	722035	722045	5.0
chr4	+	722536	722546	5.0
chr4	+	736847	736857	5.0
chr4	+	738686	738696	5.0
chr4	+	746825	746835	5.0
chr4	+	752652	752662	5.0
chr4	+	754518	754528	5.0
chr4	+	757391	757401	5.0
chr4	+	772608	772618	5.0
chr4	+	778045	778055	5.0
chr4	+	783409	783419	5.0
chr4	+	784985	784995	5.0
chr4	+	786714	786724	5.0
chr4	+	829609	829619	5.0
chr4	+	837529	837539	5.0
chr4	+	863060	863070	5.0
chr4	+	866967	866977	5.0
chr4	+	867210	867220	5.0
chr4	+	867365	867375	5.0
chr4	+	868445	868455	5.0
chr4	+	888524	888534	5.0
chr4	+	890345	890355	5.0
chr4	+	897301	897311	5.0
chr4	+	907360	907370	5.0
chr4	+	919565	919575	5.0
chr4	+	927096	927106	5.0
chr4	+	932428	932438	5.0
chr4	+	936072	936082	5.0
chr4	+	954363	954373	5.0
chr4	+	969031	969041	5.0
chr4	+	971523	971533	5.0
chr4	+	977679	977689	5.0
chr4	+	1001001	1001011	5.0
chr4	+	1002058	1002068	5.0
chr4	+	1004454	1004464	5.0
chr4	+	1009393	1009403	5.0
chr4	+	1011002	1011012	5.0
chr4	+	1013802	1013812	5.0
chr4	+	1015488	1015498	5.0
chr4	+	1051781	1051791	5.0
chr4	+	1057127	1057137	5.0
chr4	+	1059185	1059195	5.0
chr4	+	1080181	1080191	5.0
chr4	+	1087615	1087625	5.0
chr4	+	1090132	1090142	5.0
chr4	+	1092441	1092451	5.0
chr4	+	1112982	1112992	5.0
chr4	+	1135029	1135039	5.0
chr4	+	1148843	1148853	5.0
chr4	+	1162423	1162433	5.0
chr4	+	1163434	1163444	5.0
chr4	+	1179925	1179935	5.0
chr4	+	1182205	1182215	5.0
chr4	+	1191544	1191554	5.0
chr4	+	1192383	1192393	5.0
chr4	+	1195079	1195089	5.0
chr4	+	1231900	1231910	5.0
chr4	+	1234565	1234575	5.0
chr4	+	1237121	1237131	5.0
chr4	+	1245960	1245970	5.0
chr4	+	1259713	1259723	5.0
chr4	+	1260865	1260875	5.0
chr4	+	1269345	1269355	5.0
chr4	+	1271521	1271531	5.0
chr4	+	1279887	1279897	5.0
chr4	+	1284574	1284584	5.0
chr4	+	1288547	1288557	5.0
chr4	+	1297317	1297327	5.0
chr4	+	1299732	1299742	5.0
chr4	+	1303325	1303335	5.0
chr4	+	1312117	1312127	5.0
chr4	+	1335648	1335658	5.0
chr4	+	1343718	1343728	5.0
chr4	+	1362869	1362879	5.0
chr4	+	1367632	1367642	5.0
chr4	+	1384349	1384359	5.0
chr4	+	1391710	1391720	5.0
chr4	+	1395758	1395768	5.0
chr4	+	1411835	1411845	5.0
chr4	+	1413579	1413589	5.0
chr4	+	1416332	1416342	5.0
chr4	+	1427475	1427485	5.0
chr4	+	1442181	1442191	5.0
chr4	+	1443928	1443938	5.0
chr4	+	1445370	1445380	5.0
chr4	+	1446201	1446211	5.0
chr4	+	1450472	1450482	5.0
chr4	+	1471130	1471140	5.0
chr4	+	1475303	1475313	5.0
chr4	+	1476377	1476387	5.0
chr4	+	1490271	1490281	5.0
chr4	+	1491964	1491974	5.0
chr4	+	1492581	1492591	5.0
chr4	+	1509423	1509433	5.0
chr4	+	1518094	1518104	5.0
chr4	+	24685	24695	4.0
chr4	+	29199	29209	4.0
chr4	+	38950	38960	4.0
chr4	+	41339	41349	4.0
chr4	+	41834	41844	4.0
chr4	+	42822	42832	4.0
chr4	+	47585	47595	4.0
chr4	+	49154	49164	4.0
chr4	+	52735	52745	4.0
chr4	+	54728	54738	4.0
chr4	+	56923	56933	4.0
chr4	+	57390	57400	4.0
chr4	+	57446	57456	4.0
chr4	+	57591	57601	4.0
chr4	+	59233	59243	4.0
chr4	+	72862	72872	4.0
chr4	+	75438	75448	4.0
chr4	+	83893	83903	4.0
chr4	+	84350	84360	4.0
chr4	+	87428	87438	4.0
chr4	+	89325	89335	4.0
chr4	+	91182	91192	4.0
chr4	+	100212	100222	4.0
chr4	+	107154	107164	4.0
chr4	+	114136	114146	4.0
chr4	+	123960	123970	4.0
chr4	+	125418	125428	4.0
chr4	+	129649	129659	4.0
chr4	+	130382	130392	4.0
chr4	+	133400	133410	4.0
chr4	+	135118	135128	4.0
chr4	+	136405	136415	4.0
chr4	+	136849	136859	4.0
chr4	+	152543	152553	4.0
chr4	+	153963	153973	4.0
chr4	+	175249	175259	4.0
chr4	+	179376	179386	4.0
chr4	+	182436	182446	4.0
chr4	+	182539	182549	4.0
chr4	+	193742	193752	4.0
chr4	+	194044	194054	4.0
chr4	+	199272	199282	4.0
chr4	+	207983	207993	4.0
chr4	+	208557	208567	4.0
chr4	+	210382	210392	4.0
chr4	+	211174	211184	4.0
chr4	+	211328	211338	4.0
chr4	+	211454	211464	4.0
chr4	+	211693	211703	4.0
chr4	+	213605	213615	4.0
chr4	+	213808	213818	4.0
chr4	+	214169	214179	4.0
chr4	+	215379	215389	4.0
chr4	+	223633	223643	4.0
chr4	+	236233	236243	4.0
chr4	+	239832	239842	4.0
chr4	+	241481	241491	4.0
chr4	+	249378	249388	4.0
chr4	+	250935	250945	4.0
chr4	+	258169	258179	4.0
chr4	+	261383	261393	4.0
chr4	+	267670	267680	4.0
chr4	+	274972	274982	4.0
chr4	+	285919	285929	4.0
chr4	+	289619	289629	4.0
chr4	+	299640	299650	4.0
chr4	+	302019	302029	4.0
chr4	+	304951	304961	4.0
chr4	+	309565	309575	4.0
chr4	+	309610	309620	4.0
chr4	+	311609	311619	4.0
chr4	+	322919	322929	4.0
chr4	+	324775	324785	4.0
chr4	+	325766	325776	4.0
chr4	+	330822	330832	4.0
chr4	+	330943	330953	4.0
chr4	+	344627	344637	4.0
chr4	+	355847	355857	4.0
chr4	+	356065	356075	4.0
