chrom	start	end	value	strand	chrom	start	end	value	strand	midpoint	c-w reads sum	c-w distance (bp)
chr4	1239515	1239525	2.0	+	chr4	1239561	1239571	2.0	-	1239543	4.0	46
chr4	1241360	1241370	2.0	+	chr4	1241434	1241444	3.0	-	1241402	5.0	74
chr4	1241770	1241780	2.0	+	chr4	1241822	1241832	2.0	-	1241801	4.0	52
chr4	1248418	1248428	2.0	+	chr4	1248458	1248468	2.0	-	1248443	4.0	40
chr4	1249742	1249752	2.0	+	chr4	1249756	1249766	4.0	-	1249754	6.0	14
chr4	1251250	1251260	2.0	+	chr4	1251321	1251331	10.0	-	1251290	12.0	71
chr4	1251308	1251318	2.0	+	chr4	1251405	1251415	3.0	-	1251361	5.0	97
chr4	1251477	1251487	2.0	+	chr4	1251504	1251514	3.0	-	1251495	5.0	27
chr4	1251631	1251641	2.0	+	chr4	1251636	1251646	3.0	-	1251638	5.0	5
chr4	1251857	1251867	2.0	+	chr4	1251885	1251895	5.0	-	1251876	7.0	28
chr4	1252318	1252328	2.0	+	chr4	1252321	1252331	2.0	-	1252324	4.0	3
chr4	1262622	1262632	2.0	+	chr4	1262692	1262702	2.0	-	1262662	4.0	70
chr4	1265967	1265977	2.0	+	chr4	1265974	1265984	2.0	-	1265975	4.0	7
chr4	1270524	1270534	2.0	+	chr4	1270597	1270607	3.0	-	1270565	5.0	73
chr4	1278279	1278289	2.0	+	chr4	1278307	1278317	2.0	-	1278298	4.0	28
chr4	1279951	1279961	2.0	+	chr4	1280030	1280040	8.0	-	1279995	10.0	79
chr4	1281444	1281454	2.0	+	chr4	1281480	1281490	4.0	-	1281467	6.0	36
chr4	1282381	1282391	2.0	+	chr4	1282427	1282437	5.0	-	1282409	7.0	46
chr4	1291459	1291469	2.0	+	chr4	1291465	1291475	2.0	-	1291467	4.0	6
chr4	1302331	1302341	2.0	+	chr4	1302398	1302408	3.0	-	1302369	5.0	67
chr4	1306558	1306568	2.0	+	chr4	1306609	1306619	5.0	-	1306588	7.0	51
chr4	1312729	1312739	2.0	+	chr4	1312735	1312745	3.0	-	1312737	5.0	6
chr4	1318862	1318872	2.0	+	chr4	1318881	1318891	3.0	-	1318876	5.0	19
chr4	1326370	1326380	2.0	+	chr4	1326458	1326468	4.0	-	1326419	6.0	88
chr4	1329048	1329058	2.0	+	chr4	1329113	1329123	3.0	-	1329085	5.0	65
chr4	1337463	1337473	2.0	+	chr4	1337537	1337547	8.0	-	1337505	10.0	74
chr4	1354403	1354413	2.0	+	chr4	1354435	1354445	5.0	-	1354424	7.0	32
chr4	1356480	1356490	2.0	+	chr4	1356515	1356525	2.0	-	1356502	4.0	35
chr4	1359068	1359078	2.0	+	chr4	1359088	1359098	8.0	-	1359083	10.0	20
chr4	1359089	1359099	2.0	+	chr4	1359182	1359192	3.0	-	1359140	5.0	93
chr4	1363063	1363073	2.0	+	chr4	1363124	1363134	3.0	-	1363098	5.0	61
chr4	1366524	1366534	2.0	+	chr4	1366537	1366547	2.0	-	1366535	4.0	13
chr4	1368844	1368854	2.0	+	chr4	1368907	1368917	2.0	-	1368880	4.0	63
chr4	1368950	1368960	2.0	+	chr4	1369000	1369010	4.0	-	1368980	6.0	50
chr4	1369191	1369201	2.0	+	chr4	1369267	1369277	4.0	-	1369234	6.0	76
chr4	1370273	1370283	2.0	+	chr4	1370320	1370330	2.0	-	1370301	4.0	47
chr4	1371792	1371802	2.0	+	chr4	1371859	1371869	7.0	-	1371830	9.0	67
chr4	1383396	1383406	2.0	+	chr4	1383397	1383407	2.0	-	1383401	4.0	1
chr4	1385627	1385637	2.0	+	chr4	1385645	1385655	4.0	-	1385641	6.0	18
chr4	1391860	1391870	2.0	+	chr4	1391911	1391921	5.0	-	1391890	7.0	51
chr4	1392181	1392191	2.0	+	chr4	1392207	1392217	2.0	-	1392199	4.0	26
chr4	1393845	1393855	2.0	+	chr4	1393851	1393861	2.0	-	1393853	4.0	6
chr4	1394148	1394158	2.0	+	chr4	1394230	1394240	2.0	-	1394194	4.0	82
chr4	1394322	1394332	2.0	+	chr4	1394365	1394375	2.0	-	1394348	4.0	43
chr4	1394609	1394619	2.0	+	chr4	1394701	1394711	2.0	-	1394660	4.0	92
chr4	1395276	1395286	2.0	+	chr4	1395325	1395335	3.0	-	1395305	5.0	49
chr4	1396025	1396035	2.0	+	chr4	1396067	1396077	2.0	-	1396051	4.0	42
chr4	1411643	1411653	2.0	+	chr4	1411719	1411729	3.0	-	1411686	5.0	76
chr4	1411657	1411667	2.0	+	chr4	1411745	1411755	6.0	-	1411706	8.0	88
chr4	1415237	1415247	2.0	+	chr4	1415259	1415269	2.0	-	1415253	4.0	22
chr4	1415337	1415347	2.0	+	chr4	1415423	1415433	2.0	-	1415385	4.0	86
chr4	1419251	1419261	2.0	+	chr4	1419260	1419270	7.0	-	1419260	9.0	9
chr4	1419298	1419308	2.0	+	chr4	1419328	1419338	3.0	-	1419318	5.0	30
chr4	1420248	1420258	2.0	+	chr4	1420305	1420315	2.0	-	1420281	4.0	57
chr4	1428458	1428468	2.0	+	chr4	1428512	1428522	2.0	-	1428490	4.0	54
chr4	1429494	1429504	2.0	+	chr4	1429581	1429591	3.0	-	1429542	5.0	87
chr4	1432847	1432857	2.0	+	chr4	1432860	1432870	2.0	-	1432858	4.0	13
chr4	1437262	1437272	2.0	+	chr4	1437283	1437293	2.0	-	1437277	4.0	21
chr4	1442924	1442934	2.0	+	chr4	1442950	1442960	3.0	-	1442942	5.0	26
chr4	1443676	1443686	2.0	+	chr4	1443743	1443753	2.0	-	1443714	4.0	67
chr4	1444594	1444604	2.0	+	chr4	1444596	1444606	3.0	-	1444600	5.0	2
chr4	1444684	1444694	2.0	+	chr4	1444758	1444768	6.0	-	1444726	8.0	74
chr4	1445897	1445907	2.0	+	chr4	1445947	1445957	10.0	-	1445927	12.0	50
chr4	1446451	1446461	2.0	+	chr4	1446486	1446496	2.0	-	1446473	4.0	35
chr4	1446761	1446771	2.0	+	chr4	1446799	1446809	3.0	-	1446785	5.0	38
chr4	1447761	1447771	2.0	+	chr4	1447853	1447863	2.0	-	1447812	4.0	92
chr4	1460067	1460077	2.0	+	chr4	1460084	1460094	2.0	-	1460080	4.0	17
chr4	1461090	1461100	2.0	+	chr4	1461141	1461151	2.0	-	1461120	4.0	51
chr4	1462863	1462873	2.0	+	chr4	1462904	1462914	2.0	-	1462888	4.0	41
chr4	1465207	1465217	2.0	+	chr4	1465220	1465230	2.0	-	1465218	4.0	13
chr4	1469680	1469690	2.0	+	chr4	1469698	1469708	5.0	-	1469694	7.0	18
chr4	1470529	1470539	2.0	+	chr4	1470595	1470605	3.0	-	1470567	5.0	66
chr4	1475722	1475732	2.0	+	chr4	1475810	1475820	2.0	-	1475771	4.0	88
chr4	1480045	1480055	2.0	+	chr4	1480116	1480126	5.0	-	1480085	7.0	71
chr4	1480175	1480185	2.0	+	chr4	1480176	1480186	2.0	-	1480180	4.0	1
chr4	1480688	1480698	2.0	+	chr4	1480753	1480763	2.0	-	1480725	4.0	65
chr4	1481240	1481250	2.0	+	chr4	1481266	1481276	7.0	-	1481258	9.0	26
chr4	1482980	1482990	2.0	+	chr4	1483005	1483015	3.0	-	1482997	5.0	25
chr4	1484056	1484066	2.0	+	chr4	1484088	1484098	2.0	-	1484077	4.0	32
chr4	1488867	1488877	2.0	+	chr4	1488925	1488935	2.0	-	1488901	4.0	58
chr4	1493052	1493062	2.0	+	chr4	1493125	1493135	3.0	-	1493093	5.0	73
chr4	1493706	1493716	2.0	+	chr4	1493742	1493752	2.0	-	1493729	4.0	36
chr4	1496781	1496791	2.0	+	chr4	1496859	1496869	2.0	-	1496825	4.0	78
chr4	1496859	1496869	2.0	+	chr4	1496902	1496912	2.0	-	1496885	4.0	43
chr4	1510307	1510317	2.0	+	chr4	1510351	1510361	2.0	-	1510334	4.0	44
chr4	1510460	1510470	2.0	+	chr4	1510495	1510505	2.0	-	1510482	4.0	35
chr4	1520140	1520150	2.0	+	chr4	1520184	1520194	3.0	-	1520167	5.0	44
chr4	1525046	1525056	2.0	+	chr4	1525057	1525067	4.0	-	1525056	6.0	11
chr3	266303	266313	7824.0	+	chr3	266331	266341	1472.0	-	266322	9296.0	28
chr3	179287	179297	4306.0	+	chr3	179314	179324	2901.0	-	179305	7207.0	27
chr3	50450	50460	996.0	+	chr3	50489	50499	881.0	-	50474	1877.0	39
chr3	178892	178902	477.0	+	chr3	178919	178929	244.0	-	178910	721.0	27
chr3	236951	236961	311.0	+	chr3	236978	236988	370.0	-	236969	681.0	27
chr3	123953	123963	267.0	+	chr3	123980	123990	181.0	-	123971	448.0	27
chr3	123876	123886	221.0	+	chr3	123883	123893	6.0	-	123884	227.0	7
chr3	123890	123900	195.0	+	chr3	123928	123938	2.0	-	123914	197.0	38
chr3	402	412	186.0	+	chr3	436	446	442.0	-	424	628.0	34
chr3	51249	51259	152.0	+	chr3	51278	51288	224.0	-	51268	376.0	29
chr3	289381	289391	139.0	+	chr3	289408	289418	148.0	-	289399	287.0	27
chr3	763	773	117.0	+	chr3	797	807	61.0	-	785	178.0	34
chr3	31285	31295	107.0	+	chr3	31299	31309	250.0	-	31297	357.0	14
chr3	50475	50485	97.0	+	chr3	50529	50539	148.0	-	50507	245.0	54
chr3	94459	94469	95.0	+	chr3	94487	94497	562.0	-	94478	657.0	28
chr3	289397	289407	74.0	+	chr3	289435	289445	5.0	-	289421	79.0	38
chr3	50402	50412	68.0	+	chr3	50422	50432	13.0	-	50417	81.0	20
chr3	242472	242482	64.0	+	chr3	242496	242506	11.0	-	242489	75.0	24
chr3	24439	24449	59.0	+	chr3	24478	24488	12.0	-	24463	71.0	39
chr3	137170	137180	59.0	+	chr3	137199	137209	150.0	-	137189	209.0	29
chr3	205506	205516	58.0	+	chr3	205547	205557	481.0	-	205531	539.0	41
chr3	316361	316371	55.0	+	chr3	316376	316386	8.0	-	316373	63.0	15
chr3	236918	236928	49.0	+	chr3	236935	236945	48.0	-	236931	97.0	17
chr3	205521	205531	45.0	+	chr3	205567	205577	27.0	-	205549	72.0	46
chr3	179228	179238	44.0	+	chr3	179256	179266	9.0	-	179247	53.0	28
chr3	316508	316518	44.0	+	chr3	316521	316531	11.0	-	316519	55.0	13
chr3	51204	51214	41.0	+	chr3	51249	51259	92.0	-	51231	133.0	45
chr3	147771	147781	37.0	+	chr3	147795	147805	71.0	-	147788	108.0	24
chr3	107923	107933	34.0	+	chr3	107975	107985	4.0	-	107954	38.0	52
chr3	16	26	32.0	+	chr3	47	57	47.0	-	36	79.0	31
chr3	137188	137198	29.0	+	chr3	137231	137241	13.0	-	137214	42.0	43
chr3	316068	316078	28.0	+	chr3	316092	316102	2.0	-	316085	30.0	24
chr3	266360	266370	27.0	+	chr3	266380	266390	48.0	-	266375	75.0	20
chr3	179353	179363	26.0	+	chr3	179361	179371	153.0	-	179362	179.0	8
chr3	205489	205499	26.0	+	chr3	205518	205528	77.0	-	205508	103.0	29
chr3	266381	266391	26.0	+	chr3	266440	266450	8.0	-	266415	34.0	59
chr3	51640	51650	23.0	+	chr3	51686	51696	9.0	-	51668	32.0	46
chr3	213930	213940	23.0	+	chr3	213943	213953	8.0	-	213941	31.0	13
chr3	286569	286579	23.0	+	chr3	286597	286607	20.0	-	286588	43.0	28
chr3	316129	316139	21.0	+	chr3	316154	316164	9.0	-	316146	30.0	25
chr3	94721	94731	20.0	+	chr3	94781	94791	2.0	-	94756	22.0	60
chr3	163630	163640	19.0	+	chr3	163657	163667	13.0	-	163648	32.0	27
chr3	51143	51153	18.0	+	chr3	51165	51175	5.0	-	51159	23.0	22
chr3	51053	51063	17.0	+	chr3	51095	51105	10.0	-	51079	27.0	42
chr3	156103	156113	17.0	+	chr3	156144	156154	2.0	-	156128	19.0	41
chr3	51025	51035	16.0	+	chr3	51060	51070	28.0	-	51047	44.0	35
chr3	53016	53026	16.0	+	chr3	53042	53052	2.0	-	53034	18.0	26
chr3	24403	24413	15.0	+	chr3	24452	24462	25.0	-	24432	40.0	49
chr3	50373	50383	15.0	+	chr3	50386	50396	3.0	-	50384	18.0	13
chr3	167597	167607	15.0	+	chr3	167657	167667	7.0	-	167632	22.0	60
chr3	211750	211760	15.0	+	chr3	211803	211813	7.0	-	211781	22.0	53
chr3	286663	286673	15.0	+	chr3	286672	286682	3.0	-	286672	18.0	9
chr3	31253	31263	14.0	+	chr3	31262	31272	10.0	-	31262	24.0	9
chr3	51172	51182	14.0	+	chr3	51185	51195	15.0	-	51183	29.0	13
chr3	51328	51338	14.0	+	chr3	51342	51352	10.0	-	51340	24.0	14
chr3	178950	178960	14.0	+	chr3	178983	178993	9.0	-	178971	23.0	33
chr3	179022	179032	14.0	+	chr3	179056	179066	8.0	-	179044	22.0	34
chr3	528	538	13.0	+	chr3	563	573	177.0	-	550	190.0	35
chr3	51666	51676	13.0	+	chr3	51710	51720	7.0	-	51693	20.0	44
chr3	94537	94547	13.0	+	chr3	94606	94616	3.0	-	94576	16.0	69
chr3	110735	110745	13.0	+	chr3	110835	110845	4.0	-	110790	17.0	100
chr3	147225	147235	13.0	+	chr3	147249	147259	3.0	-	147242	16.0	24
chr3	163700	163710	13.0	+	chr3	163740	163750	8.0	-	163725	21.0	40
chr3	223	233	12.0	+	chr3	242	252	13.0	-	237	25.0	19
chr3	94106	94116	12.0	+	chr3	94134	94144	3.0	-	94125	15.0	28
chr3	94406	94416	12.0	+	chr3	94435	94445	6.0	-	94425	18.0	29
chr3	120609	120619	12.0	+	chr3	120647	120657	36.0	-	120633	48.0	38
chr3	179410	179420	12.0	+	chr3	179420	179430	5.0	-	179420	17.0	10
chr3	237085	237095	12.0	+	chr3	237130	237140	3.0	-	237112	15.0	45
chr3	286809	286819	12.0	+	chr3	286865	286875	12.0	-	286842	24.0	56
chr3	31123	31133	11.0	+	chr3	31133	31143	3.0	-	31133	14.0	10
chr3	51113	51123	11.0	+	chr3	51136	51146	11.0	-	51129	22.0	23
chr3	51304	51314	11.0	+	chr3	51319	51329	28.0	-	51316	39.0	15
chr3	133486	133496	10.0	+	chr3	133508	133518	3.0	-	133502	13.0	22
chr3	158357	158367	10.0	+	chr3	158445	158455	2.0	-	158406	12.0	88
chr3	179445	179455	10.0	+	chr3	179474	179484	3.0	-	179464	13.0	29
chr3	236857	236867	10.0	+	chr3	236882	236892	2.0	-	236874	12.0	25
chr3	117	127	9.0	+	chr3	140	150	7.0	-	133	16.0	23
chr3	252	262	9.0	+	chr3	295	305	10.0	-	278	19.0	43
chr3	296	306	9.0	+	chr3	332	342	13.0	-	319	22.0	36
chr3	339	349	9.0	+	chr3	364	374	52.0	-	356	61.0	25
chr3	51387	51397	9.0	+	chr3	51429	51439	6.0	-	51413	15.0	42
chr3	137364	137374	9.0	+	chr3	137447	137457	2.0	-	137410	11.0	83
chr3	147202	147212	9.0	+	chr3	147218	147228	5.0	-	147215	14.0	16
chr3	156529	156539	9.0	+	chr3	156628	156638	2.0	-	156583	11.0	99
chr3	179087	179097	9.0	+	chr3	179106	179116	10.0	-	179101	19.0	19
chr3	236881	236891	9.0	+	chr3	236896	236906	7.0	-	236893	16.0	15
chr3	266574	266584	9.0	+	chr3	266619	266629	5.0	-	266601	14.0	45
chr3	554	564	8.0	+	chr3	585	595	78.0	-	574	86.0	31
chr3	94387	94397	8.0	+	chr3	94421	94431	13.0	-	94409	21.0	34
chr3	94738	94748	8.0	+	chr3	94804	94814	8.0	-	94776	16.0	66
chr3	225712	225722	8.0	+	chr3	225764	225774	4.0	-	225743	12.0	52
chr3	237256	237266	8.0	+	chr3	237272	237282	2.0	-	237269	10.0	16
chr3	247003	247013	8.0	+	chr3	247023	247033	2.0	-	247018	10.0	20
chr3	289208	289218	8.0	+	chr3	289245	289255	2.0	-	289231	10.0	37
chr3	289492	289502	8.0	+	chr3	289526	289536	2.0	-	289514	10.0	34
chr3	24748	24758	7.0	+	chr3	24797	24807	3.0	-	24777	10.0	49
chr3	31024	31034	7.0	+	chr3	31032	31042	2.0	-	31033	9.0	8
chr3	37446	37456	7.0	+	chr3	37466	37476	2.0	-	37461	9.0	20
chr3	94199	94209	7.0	+	chr3	94252	94262	4.0	-	94230	11.0	53
chr3	94658	94668	7.0	+	chr3	94679	94689	5.0	-	94673	12.0	21
chr3	102186	102196	7.0	+	chr3	102257	102267	2.0	-	102226	9.0	71
chr3	107582	107592	7.0	+	chr3	107631	107641	4.0	-	107611	11.0	49
chr3	147267	147277	7.0	+	chr3	147282	147292	4.0	-	147279	11.0	15
chr3	147744	147754	7.0	+	chr3	147763	147773	4.0	-	147758	11.0	19
chr3	156601	156611	7.0	+	chr3	156666	156676	2.0	-	156638	9.0	65
chr3	205458	205468	7.0	+	chr3	205492	205502	4.0	-	205480	11.0	34
chr3	208612	208622	7.0	+	chr3	208684	208694	6.0	-	208653	13.0	72
chr3	237549	237559	7.0	+	chr3	237597	237607	3.0	-	237578	10.0	48
chr3	247705	247715	7.0	+	chr3	247783	247793	2.0	-	247749	9.0	78
chr3	252573	252583	7.0	+	chr3	252629	252639	2.0	-	252606	9.0	56
chr3	266600	266610	7.0	+	chr3	266672	266682	2.0	-	266641	9.0	72
chr3	274390	274400	7.0	+	chr3	274405	274415	3.0	-	274402	10.0	15
chr3	316165	316175	7.0	+	chr3	316202	316212	3.0	-	316188	10.0	37
chr3	152	162	6.0	+	chr3	195	205	25.0	-	178	31.0	43
chr3	24077	24087	6.0	+	chr3	24085	24095	4.0	-	24086	10.0	8
chr3	24545	24555	6.0	+	chr3	24583	24593	3.0	-	24569	9.0	38
chr3	31233	31243	6.0	+	chr3	31235	31245	5.0	-	31239	11.0	2
chr3	51079	51089	6.0	+	chr3	51116	51126	11.0	-	51102	17.0	37
chr3	51432	51442	6.0	+	chr3	51446	51456	14.0	-	51444	20.0	14
chr3	52209	52219	6.0	+	chr3	52238	52248	2.0	-	52228	8.0	29
chr3	60532	60542	6.0	+	chr3	60561	60571	3.0	-	60551	9.0	29
chr3	77731	77741	6.0	+	chr3	77750	77760	3.0	-	77745	9.0	19
chr3	78557	78567	6.0	+	chr3	78615	78625	5.0	-	78591	11.0	58
chr3	105333	105343	6.0	+	chr3	105406	105416	4.0	-	105374	10.0	73
chr3	136484	136494	6.0	+	chr3	136563	136573	2.0	-	136528	8.0	79
chr3	137301	137311	6.0	+	chr3	137350	137360	5.0	-	137330	11.0	49
chr3	163561	163571	6.0	+	chr3	163620	163630	3.0	-	163595	9.0	59
chr3	163672	163682	6.0	+	chr3	163687	163697	10.0	-	163684	16.0	15
chr3	164441	164451	6.0	+	chr3	164523	164533	2.0	-	164487	8.0	82
chr3	205289	205299	6.0	+	chr3	205308	205318	2.0	-	205303	8.0	19
chr3	211101	211111	6.0	+	chr3	211131	211141	2.0	-	211121	8.0	30
chr3	214010	214020	6.0	+	chr3	214070	214080	2.0	-	214045	8.0	60
chr3	216386	216396	6.0	+	chr3	216443	216453	2.0	-	216419	8.0	57
chr3	216722	216732	6.0	+	chr3	216789	216799	2.0	-	216760	8.0	67
chr3	224570	224580	6.0	+	chr3	224654	224664	2.0	-	224617	8.0	84
chr3	228843	228853	6.0	+	chr3	228931	228941	6.0	-	228892	12.0	88
chr3	237343	237353	6.0	+	chr3	237376	237386	7.0	-	237364	13.0	33
chr3	261303	261313	6.0	+	chr3	261315	261325	4.0	-	261314	10.0	12
chr3	286538	286548	6.0	+	chr3	286552	286562	2.0	-	286550	8.0	14
chr3	289031	289041	6.0	+	chr3	289096	289106	2.0	-	289068	8.0	65
chr3	290033	290043	6.0	+	chr3	290071	290081	3.0	-	290057	9.0	38
chr3	308	318	5.0	+	chr3	382	392	19.0	-	350	24.0	74
chr3	21948	21958	5.0	+	chr3	22032	22042	3.0	-	21995	8.0	84
chr3	24167	24177	5.0	+	chr3	24177	24187	6.0	-	24177	11.0	10
chr3	24269	24279	5.0	+	chr3	24273	24283	3.0	-	24276	8.0	4
chr3	31055	31065	5.0	+	chr3	31085	31095	2.0	-	31075	7.0	30
chr3	31317	31327	5.0	+	chr3	31344	31354	11.0	-	31335	16.0	27
chr3	35523	35533	5.0	+	chr3	35591	35601	3.0	-	35562	8.0	68
chr3	51410	51420	5.0	+	chr3	51491	51501	10.0	-	51455	15.0	81
chr3	51561	51571	5.0	+	chr3	51578	51588	7.0	-	51574	12.0	17
chr3	74307	74317	5.0	+	chr3	74350	74360	10.0	-	74333	15.0	43
chr3	74912	74922	5.0	+	chr3	74947	74957	3.0	-	74934	8.0	35
chr3	80107	80117	5.0	+	chr3	80121	80131	2.0	-	80119	7.0	14
chr3	94153	94163	5.0	+	chr3	94177	94187	3.0	-	94170	8.0	24
chr3	94606	94616	5.0	+	chr3	94651	94661	4.0	-	94633	9.0	45
chr3	95171	95181	5.0	+	chr3	95195	95205	3.0	-	95188	8.0	24
chr3	123626	123636	5.0	+	chr3	123691	123701	3.0	-	123663	8.0	65
chr3	135335	135345	5.0	+	chr3	135431	135441	3.0	-	135388	8.0	96
chr3	137913	137923	5.0	+	chr3	137979	137989	8.0	-	137951	13.0	66
chr3	147815	147825	5.0	+	chr3	147840	147850	4.0	-	147832	9.0	25
chr3	155020	155030	5.0	+	chr3	155097	155107	2.0	-	155063	7.0	77
chr3	163721	163731	5.0	+	chr3	163757	163767	14.0	-	163744	19.0	36
chr3	163746	163756	5.0	+	chr3	163812	163822	10.0	-	163784	15.0	66
chr3	163822	163832	5.0	+	chr3	163893	163903	3.0	-	163862	8.0	71
chr3	164257	164267	5.0	+	chr3	164299	164309	7.0	-	164283	12.0	42
chr3	179050	179060	5.0	+	chr3	179149	179159	3.0	-	179104	8.0	99
chr3	179749	179759	5.0	+	chr3	179754	179764	2.0	-	179756	7.0	5
chr3	195184	195194	5.0	+	chr3	195229	195239	2.0	-	195211	7.0	45
chr3	205559	205569	5.0	+	chr3	205607	205617	2.0	-	205588	7.0	48
chr3	208771	208781	5.0	+	chr3	208779	208789	4.0	-	208780	9.0	8
chr3	209358	209368	5.0	+	chr3	209373	209383	2.0	-	209370	7.0	15
chr3	214978	214988	5.0	+	chr3	215073	215083	5.0	-	215030	10.0	95
chr3	217116	217126	5.0	+	chr3	217183	217193	10.0	-	217154	15.0	67
chr3	228117	228127	5.0	+	chr3	228157	228167	4.0	-	228142	9.0	40
chr3	237481	237491	5.0	+	chr3	237496	237506	3.0	-	237493	8.0	15
chr3	239593	239603	5.0	+	chr3	239678	239688	3.0	-	239640	8.0	85
chr3	241378	241388	5.0	+	chr3	241458	241468	5.0	-	241423	10.0	80
chr3	251911	251921	5.0	+	chr3	251994	252004	2.0	-	251957	7.0	83
chr3	252890	252900	5.0	+	chr3	252925	252935	2.0	-	252912	7.0	35
chr3	257632	257642	5.0	+	chr3	257645	257655	3.0	-	257643	8.0	13
chr3	265098	265108	5.0	+	chr3	265148	265158	4.0	-	265128	9.0	50
chr3	286855	286865	5.0	+	chr3	286890	286900	2.0	-	286877	7.0	35
chr3	291263	291273	5.0	+	chr3	291306	291316	4.0	-	291289	9.0	43
chr3	3571	3581	4.0	+	chr3	3655	3665	6.0	-	3618	10.0	84
chr3	15574	15584	4.0	+	chr3	15650	15660	4.0	-	15617	8.0	76
chr3	21701	21711	4.0	+	chr3	21753	21763	4.0	-	21732	8.0	52
chr3	24581	24591	4.0	+	chr3	24635	24645	5.0	-	24613	9.0	54
chr3	28883	28893	4.0	+	chr3	28955	28965	2.0	-	28924	6.0	72
chr3	50873	50883	4.0	+	chr3	50904	50914	11.0	-	50893	15.0	31
chr3	51476	51486	4.0	+	chr3	51556	51566	8.0	-	51521	12.0	80
chr3	54061	54071	4.0	+	chr3	54062	54072	3.0	-	54066	7.0	1
chr3	58187	58197	4.0	+	chr3	58264	58274	5.0	-	58230	9.0	77
chr3	61616	61626	4.0	+	chr3	61650	61660	2.0	-	61638	6.0	34
chr3	65113	65123	4.0	+	chr3	65155	65165	2.0	-	65139	6.0	42
chr3	68068	68078	4.0	+	chr3	68088	68098	4.0	-	68083	8.0	20
chr3	79160	79170	4.0	+	chr3	79254	79264	2.0	-	79212	6.0	94
chr3	93968	93978	4.0	+	chr3	94045	94055	2.0	-	94011	6.0	77
chr3	94837	94847	4.0	+	chr3	94852	94862	2.0	-	94849	6.0	15
chr3	108026	108036	4.0	+	chr3	108126	108136	3.0	-	108081	7.0	100
chr3	110757	110767	4.0	+	chr3	110855	110865	3.0	-	110811	7.0	98
chr3	124091	124101	4.0	+	chr3	124116	124126	5.0	-	124108	9.0	25
chr3	138608	138618	4.0	+	chr3	138680	138690	2.0	-	138649	6.0	72
chr3	144162	144172	4.0	+	chr3	144182	144192	2.0	-	144177	6.0	20
chr3	161971	161981	4.0	+	chr3	161996	162006	2.0	-	161988	6.0	25
chr3	164347	164357	4.0	+	chr3	164425	164435	12.0	-	164391	16.0	78
chr3	177222	177232	4.0	+	chr3	177236	177246	2.0	-	177234	6.0	14
chr3	177803	177813	4.0	+	chr3	177854	177864	8.0	-	177833	12.0	51
chr3	178983	178993	4.0	+	chr3	178998	179008	9.0	-	178995	13.0	15
chr3	179146	179156	4.0	+	chr3	179177	179187	9.0	-	179166	13.0	31
chr3	179158	179168	4.0	+	chr3	179209	179219	21.0	-	179188	25.0	51
chr3	179197	179207	4.0	+	chr3	179239	179249	16.0	-	179223	20.0	42
chr3	179629	179639	4.0	+	chr3	179650	179660	3.0	-	179644	7.0	21
chr3	180450	180460	4.0	+	chr3	180468	180478	5.0	-	180464	9.0	18
chr3	186744	186754	4.0	+	chr3	186820	186830	3.0	-	186787	7.0	76
chr3	196040	196050	4.0	+	chr3	196077	196087	5.0	-	196063	9.0	37
chr3	204777	204787	4.0	+	chr3	204784	204794	2.0	-	204785	6.0	7
chr3	212144	212154	4.0	+	chr3	212214	212224	3.0	-	212184	7.0	70
chr3	212551	212561	4.0	+	chr3	212561	212571	2.0	-	212561	6.0	10
chr3	223522	223532	4.0	+	chr3	223599	223609	3.0	-	223565	7.0	77
chr3	237396	237406	4.0	+	chr3	237447	237457	5.0	-	237426	9.0	51
chr3	237450	237460	4.0	+	chr3	237469	237479	6.0	-	237464	10.0	19
chr3	242733	242743	4.0	+	chr3	242791	242801	2.0	-	242767	6.0	58
chr3	249602	249612	4.0	+	chr3	249643	249653	4.0	-	249627	8.0	41
chr3	265614	265624	4.0	+	chr3	265663	265673	3.0	-	265643	7.0	49
chr3	280108	280118	4.0	+	chr3	280126	280136	2.0	-	280122	6.0	18
chr3	286595	286605	4.0	+	chr3	286623	286633	228.0	-	286614	232.0	28
chr3	286693	286703	4.0	+	chr3	286789	286799	4.0	-	286746	8.0	96
chr3	288447	288457	4.0	+	chr3	288496	288506	4.0	-	288476	8.0	49
chr3	290880	290890	4.0	+	chr3	290925	290935	3.0	-	290907	7.0	45
chr3	291242	291252	4.0	+	chr3	291336	291346	2.0	-	291294	6.0	94
chr3	2310	2320	3.0	+	chr3	2396	2406	2.0	-	2358	5.0	86
chr3	15971	15981	3.0	+	chr3	16057	16067	3.0	-	16019	6.0	86
chr3	27485	27495	3.0	+	chr3	27556	27566	11.0	-	27525	14.0	71
chr3	31381	31391	3.0	+	chr3	31382	31392	3.0	-	31386	6.0	1
chr3	31565	31575	3.0	+	chr3	31639	31649	4.0	-	31607	7.0	74
chr3	31603	31613	3.0	+	chr3	31660	31670	7.0	-	31636	10.0	57
chr3	31756	31766	3.0	+	chr3	31801	31811	5.0	-	31783	8.0	45
chr3	34659	34669	3.0	+	chr3	34729	34739	3.0	-	34699	6.0	70
chr3	36492	36502	3.0	+	chr3	36541	36551	4.0	-	36521	7.0	49
chr3	37480	37490	3.0	+	chr3	37504	37514	4.0	-	37497	7.0	24
chr3	38620	38630	3.0	+	chr3	38667	38677	3.0	-	38648	6.0	47
